# qx qy qz distance label
  0.00000000   0.00000000   0.00000000   0.00000000 Γ
  0.01282051   0.01282051   0.00000000   0.01813094 
  0.02564103   0.02564103   0.00000000   0.03626189 
  0.03846154   0.03846154   0.00000000   0.05439283 
  0.05128205   0.05128205   0.00000000   0.07252377 
  0.06410256   0.06410256   0.00000000   0.09065472 
  0.07692308   0.07692308   0.00000000   0.10878566 
  0.08974359   0.08974359   0.00000000   0.12691660 
  0.10256410   0.10256410   0.00000000   0.14504754 
  0.11538462   0.11538462   0.00000000   0.16317849 
  0.12820513   0.12820513   0.00000000   0.18130943 
  0.14102564   0.14102564   0.00000000   0.19944037 
  0.15384615   0.15384615   0.00000000   0.21757132 
  0.16666667   0.16666667   0.00000000   0.23570226 
  0.17948718   0.17948718   0.00000000   0.25383320 
  0.19230769   0.19230769   0.00000000   0.27196415 
  0.20512821   0.20512821   0.00000000   0.29009509 
  0.21794872   0.21794872   0.00000000   0.30822603 
  0.23076923   0.23076923   0.00000000   0.32635698 
  0.24358974   0.24358974   0.00000000   0.34448792 
  0.25641026   0.25641026   0.00000000   0.36261886 
  0.26923077   0.26923077   0.00000000   0.38074981 
  0.28205128   0.28205128   0.00000000   0.39888075 
  0.29487179   0.29487179   0.00000000   0.41701169 
  0.30769231   0.30769231   0.00000000   0.43514263 
  0.32051282   0.32051282   0.00000000   0.45327358 
  0.33333333   0.33333333   0.00000000   0.47140452 
  0.34615385   0.34615385   0.00000000   0.48953546 
  0.35897436   0.35897436   0.00000000   0.50766641 
  0.37179487   0.37179487   0.00000000   0.52579735 
  0.38461538   0.38461538   0.00000000   0.54392829 
  0.39743590   0.39743590   0.00000000   0.56205924 
  0.41025641   0.41025641   0.00000000   0.58019018 
  0.42307692   0.42307692   0.00000000   0.59832112 
  0.43589744   0.43589744   0.00000000   0.61645207 
  0.44871795   0.44871795   0.00000000   0.63458301 
  0.46153846   0.46153846   0.00000000   0.65271395 
  0.47435897   0.47435897   0.00000000   0.67084489 
  0.48717949   0.48717949   0.00000000   0.68897584 
  0.50000000   0.50000000   0.00000000   0.70710678 X
  0.50000000   0.50000000   0.00000000   0.70710678 X
  0.50000000   0.49358974   0.01923077   0.72737779 
  0.50000000   0.48717949   0.03846154   0.74764880 
  0.50000000   0.48076923   0.05769231   0.76791981 
  0.50000000   0.47435897   0.07692308   0.78819082 
  0.50000000   0.46794872   0.09615385   0.80846183 
  0.50000000   0.46153846   0.11538462   0.82873285 
  0.50000000   0.45512821   0.13461538   0.84900386 
  0.50000000   0.44871795   0.15384615   0.86927487 
  0.50000000   0.44230769   0.17307692   0.88954588 
  0.50000000   0.43589744   0.19230769   0.90981689 
  0.50000000   0.42948718   0.21153846   0.93008790 
  0.50000000   0.42307692   0.23076923   0.95035891 
  0.50000000   0.41666667   0.25000000   0.97062992 
  0.50000000   0.41025641   0.26923077   0.99090093 
  0.50000000   0.40384615   0.28846154   1.01117194 
  0.50000000   0.39743590   0.30769231   1.03144295 
  0.50000000   0.39102564   0.32692308   1.05171396 
  0.50000000   0.38461538   0.34615385   1.07198497 
  0.50000000   0.37820513   0.36538462   1.09225598 
  0.50000000   0.37179487   0.38461538   1.11252699 
  0.50000000   0.36538462   0.40384615   1.13279800 
  0.50000000   0.35897436   0.42307692   1.15306902 
  0.50000000   0.35256410   0.44230769   1.17334003 
  0.50000000   0.34615385   0.46153846   1.19361104 
  0.50000000   0.33974359   0.48076923   1.21388205 
  0.50000000   0.33333333   0.50000000   1.23415306 
  0.50000000   0.32692308   0.51923077   1.25442407 
  0.50000000   0.32051282   0.53846154   1.27469508 
  0.50000000   0.31410256   0.55769231   1.29496609 
  0.50000000   0.30769231   0.57692308   1.31523710 
  0.50000000   0.30128205   0.59615385   1.33550811 
  0.50000000   0.29487179   0.61538462   1.35577912 
  0.50000000   0.28846154   0.63461538   1.37605013 
  0.50000000   0.28205128   0.65384615   1.39632114 
  0.50000000   0.27564103   0.67307692   1.41659215 
  0.50000000   0.26923077   0.69230769   1.43686316 
  0.50000000   0.26282051   0.71153846   1.45713417 
  0.50000000   0.25641026   0.73076923   1.47740519 
  0.50000000   0.25000000   0.75000000   1.49767620 W
  0.50000000   0.25000000   0.75000000   1.49767620 W
  0.49679487   0.25320513   0.75000000   1.50220893 
  0.49358974   0.25641026   0.75000000   1.50674167 
  0.49038462   0.25961538   0.75000000   1.51127440 
  0.48717949   0.26282051   0.75000000   1.51580714 
  0.48397436   0.26602564   0.75000000   1.52033988 
  0.48076923   0.26923077   0.75000000   1.52487261 
  0.47756410   0.27243590   0.75000000   1.52940535 
  0.47435897   0.27564103   0.75000000   1.53393808 
  0.47115385   0.27884615   0.75000000   1.53847082 
  0.46794872   0.28205128   0.75000000   1.54300355 
  0.46474359   0.28525641   0.75000000   1.54753629 
  0.46153846   0.28846154   0.75000000   1.55206903 
  0.45833333   0.29166667   0.75000000   1.55660176 
  0.45512821   0.29487179   0.75000000   1.56113450 
  0.45192308   0.29807692   0.75000000   1.56566723 
  0.44871795   0.30128205   0.75000000   1.57019997 
  0.44551282   0.30448718   0.75000000   1.57473270 
  0.44230769   0.30769231   0.75000000   1.57926544 
  0.43910256   0.31089744   0.75000000   1.58379818 
  0.43589744   0.31410256   0.75000000   1.58833091 
  0.43269231   0.31730769   0.75000000   1.59286365 
  0.42948718   0.32051282   0.75000000   1.59739638 
  0.42628205   0.32371795   0.75000000   1.60192912 
  0.42307692   0.32692308   0.75000000   1.60646185 
  0.41987179   0.33012821   0.75000000   1.61099459 
  0.41666667   0.33333333   0.75000000   1.61552733 
  0.41346154   0.33653846   0.75000000   1.62006006 
  0.41025641   0.33974359   0.75000000   1.62459280 
  0.40705128   0.34294872   0.75000000   1.62912553 
  0.40384615   0.34615385   0.75000000   1.63365827 
  0.40064103   0.34935897   0.75000000   1.63819101 
  0.39743590   0.35256410   0.75000000   1.64272374 
  0.39423077   0.35576923   0.75000000   1.64725648 
  0.39102564   0.35897436   0.75000000   1.65178921 
  0.38782051   0.36217949   0.75000000   1.65632195 
  0.38461538   0.36538462   0.75000000   1.66085468 
  0.38141026   0.36858974   0.75000000   1.66538742 
  0.37820513   0.37179487   0.75000000   1.66992016 
  0.37500000   0.37500000   0.75000000   1.67445289 K
  0.37500000   0.37500000   0.75000000   1.67445289 K
  0.36538462   0.36538462   0.73076923   1.69800568 
  0.35576923   0.35576923   0.71153846   1.72155846 
  0.34615385   0.34615385   0.69230769   1.74511125 
  0.33653846   0.33653846   0.67307692   1.76866404 
  0.32692308   0.32692308   0.65384615   1.79221682 
  0.31730769   0.31730769   0.63461538   1.81576961 
  0.30769231   0.30769231   0.61538462   1.83932239 
  0.29807692   0.29807692   0.59615385   1.86287518 
  0.28846154   0.28846154   0.57692308   1.88642797 
  0.27884615   0.27884615   0.55769231   1.90998075 
  0.26923077   0.26923077   0.53846154   1.93353354 
  0.25961538   0.25961538   0.51923077   1.95708632 
  0.25000000   0.25000000   0.50000000   1.98063911 
  0.24038462   0.24038462   0.48076923   2.00419190 
  0.23076923   0.23076923   0.46153846   2.02774468 
  0.22115385   0.22115385   0.44230769   2.05129747 
  0.21153846   0.21153846   0.42307692   2.07485025 
  0.20192308   0.20192308   0.40384615   2.09840304 
  0.19230769   0.19230769   0.38461538   2.12195583 
  0.18269231   0.18269231   0.36538462   2.14550861 
  0.17307692   0.17307692   0.34615385   2.16906140 
  0.16346154   0.16346154   0.32692308   2.19261418 
  0.15384615   0.15384615   0.30769231   2.21616697 
  0.14423077   0.14423077   0.28846154   2.23971976 
  0.13461538   0.13461538   0.26923077   2.26327254 
  0.12500000   0.12500000   0.25000000   2.28682533 
  0.11538462   0.11538462   0.23076923   2.31037811 
  0.10576923   0.10576923   0.21153846   2.33393090 
  0.09615385   0.09615385   0.19230769   2.35748369 
  0.08653846   0.08653846   0.17307692   2.38103647 
  0.07692308   0.07692308   0.15384615   2.40458926 
  0.06730769   0.06730769   0.13461538   2.42814204 
  0.05769231   0.05769231   0.11538462   2.45169483 
  0.04807692   0.04807692   0.09615385   2.47524762 
  0.03846154   0.03846154   0.07692308   2.49880040 
  0.02884615   0.02884615   0.05769231   2.52235319 
  0.01923077   0.01923077   0.03846154   2.54590597 
  0.00961538   0.00961538   0.01923077   2.56945876 
  0.00000000   0.00000000   0.00000000   2.59301155 Γ
  0.00000000   0.00000000   0.00000000   2.59301155 Γ
  0.01282051   0.01282051   0.01282051   2.61521732 
  0.02564103   0.02564103   0.02564103   2.63742310 
  0.03846154   0.03846154   0.03846154   2.65962888 
  0.05128205   0.05128205   0.05128205   2.68183466 
  0.06410256   0.06410256   0.06410256   2.70404044 
  0.07692308   0.07692308   0.07692308   2.72624622 
  0.08974359   0.08974359   0.08974359   2.74845200 
  0.10256410   0.10256410   0.10256410   2.77065778 
  0.11538462   0.11538462   0.11538462   2.79286356 
  0.12820513   0.12820513   0.12820513   2.81506934 
  0.14102564   0.14102564   0.14102564   2.83727512 
  0.15384615   0.15384615   0.15384615   2.85948090 
  0.16666667   0.16666667   0.16666667   2.88168668 
  0.17948718   0.17948718   0.17948718   2.90389246 
  0.19230769   0.19230769   0.19230769   2.92609824 
  0.20512821   0.20512821   0.20512821   2.94830402 
  0.21794872   0.21794872   0.21794872   2.97050980 
  0.23076923   0.23076923   0.23076923   2.99271558 
  0.24358974   0.24358974   0.24358974   3.01492136 
  0.25641026   0.25641026   0.25641026   3.03712714 
  0.26923077   0.26923077   0.26923077   3.05933292 
  0.28205128   0.28205128   0.28205128   3.08153870 
